Date,ProductName,Category,SalesVolume,PricePerUnit
1973-07-24,Tomato,Vegetable,60,3.55
1973-07-25,Apple,Fruit,97,2.21
1973-07-25,Banana,Fruit,114,2.61
1973-07-25,Carrot,Vegetable,62,1.88
1973-07-25,Orange,Fruit,34,4.13
1973-07-25,Tomato,Vegetable,53,3.12
1973-07-26,Apple,Fruit,109,3.77
1973-07-26,Banana,Fruit,108,1.87
1973-07-26,Carrot,Vegetable,107,2.56
1973-07-26,Orange,Fruit,102,2.86
1973-07-26,Tomato,Vegetable,84,3.28
1973-07-27,Apple,Fruit,118,1.45
1973-07-27,Banana,Fruit,125,1.82
1973-07-27,Carrot,Vegetable,70,1.62
1973-07-27,Orange,Fruit,76,1.23
1973-07-27,Tomato,Vegetable,89,2.07
1973-07-28,Apple,Fruit,134,2.89
1973-07-28,Banana,Fruit,142,1.25
1973-07-28,Carrot,Vegetable,130,2.91
1973-07-28,Orange,Fruit,62,3.36
1973-07-28,Tomato,Vegetable,71,4.6
1973-07-29,Apple,Fruit,131,3.28
1973-07-29,Banana,Fruit,54,1.47
1973-07-29,Carrot,Vegetable,128,1.97
1973-07-29,Orange,Fruit,137,1.45
1973-07-29,Tomato,Vegetable,95,4.21
1973-07-30,Apple,Fruit,132,3.16
1973-07-30,Banana,Fruit,70,4.75
1973-07-30,Carrot,Vegetable,27,1.2
1973-07-30,Orange,Fruit,39,4.33
1973-07-30,Tomato,Vegetable,134,2.26
1973-07-31,Apple,Fruit,85,3.53
1973-07-31,Banana,Fruit,145,1.43
1973-07-31,Carrot,Vegetable,60,4.33
1973-07-31,Orange,Fruit,95,4.61
1973-07-31,Tomato,Vegetable,126,4.11
1973-08-01,Apple,Fruit,102,2.55
1973-08-01,Banana,Fruit,109,1.0
1973-08-01,Carrot,Vegetable,111,4.97
1973-08-01,Orange,Fruit,95,3.46
1973-08-01,Tomato,Vegetable,68,3.36
1973-08-02,Apple,Fruit,98,2.93
1973-08-02,Banana,Fruit,58,3.71
1973-08-02,Carrot,Vegetable,78,4.47
1973-08-02,Orange,Fruit,26,2.06
1973-08-02,Tomato,Vegetable,38,2.31
1973-08-03,Apple,Fruit,133,4.86
1973-08-03,Banana,Fruit,143,4.65
1973-08-03,Carrot,Vegetable,74,3.3
1973-08-03,Orange,Fruit,26,2.63
1973-08-03,Tomato,Vegetable,86,4.37
1973-08-04,Apple,Fruit,119,2.57
1973-08-04,Banana,Fruit,69,1.05
1973-08-04,Carrot,Vegetable,50,4.14
1973-08-04,Orange,Fruit,81,2.33
1973-08-04,Tomato,Vegetable,113,2.2
1973-08-05,Apple,Fruit,25,3.27
1973-08-05,Banana,Fruit,88,4.13
1973-08-05,Carrot,Vegetable,116,2.39
1973-08-05,Orange,Fruit,39,3.4
1973-08-05,Tomato,Vegetable,95,3.61
1973-08-06,Apple,Fruit,119,4.86
1973-08-06,Banana,Fruit,96,3.7
1973-08-06,Carrot,Vegetable,69,2.76
1973-08-06,Orange,Fruit,55,2.97
1973-08-06,Tomato,Vegetable,136,4.05
1973-08-07,Apple,Fruit,53,2.04
1973-08-07,Banana,Fruit,94,2.85
1973-08-07,Carrot,Vegetable,34,3.28
1973-08-07,Orange,Fruit,32,3.41
1973-08-07,Tomato,Vegetable,76,4.3
1973-08-08,Apple,Fruit,70,1.84
1973-08-08,Banana,Fruit,96,1.94
1973-08-08,Carrot,Vegetable,60,2.75
1973-08-08,Orange,Fruit,118,4.38
1973-08-08,Tomato,Vegetable,116,1.31
1973-08-09,Apple,Fruit,142,3.59
1973-08-09,Banana,Fruit,131,4.27
1973-08-09,Carrot,Vegetable,132,3.57
1973-08-09,Orange,Fruit,140,1.74
1973-08-09,Tomato,Vegetable,134,1.4
1973-08-10,Apple,Fruit,47,4.34
1973-08-10,Banana,Fruit,125,3.34
1973-08-10,Carrot,Vegetable,84,3.86
1973-08-10,Orange,Fruit,111,3.04
1973-08-10,Tomato,Vegetable,137,2.11
1973-08-11,Apple,Fruit,128,2.23
1973-08-11,Banana,Fruit,38,1.83
1973-08-11,Carrot,Vegetable,138,4.21
1973-08-11,Orange,Fruit,96,3.55
1973-08-11,Tomato,Vegetable,47,1.83
1973-08-12,Apple,Fruit,102,3.77
1973-08-12,Banana,Fruit,69,4.76
1973-08-12,Carrot,Vegetable,27,3.0
1973-08-12,Orange,Fruit,73,1.46
1973-08-12,Tomato,Vegetable,110,2.45
1973-08-13,Apple,Fruit,64,4.08
1973-08-13,Banana,Fruit,69,1.27
1973-08-13,Carrot,Vegetable,59,1.94
1973-08-13,Orange,Fruit,29,4.94
1973-08-13,Tomato,Vegetable,140,3.52
1973-08-14,Apple,Fruit,94,2.15
1973-08-14,Banana,Fruit,81,4.88
1973-08-14,Carrot,Vegetable,26,1.48
1973-08-14,Orange,Fruit,33,1.66
1973-08-14,Tomato,Vegetable,87,1.69
1973-08-15,Apple,Fruit,55,2.81
1973-08-15,Banana,Fruit,50,3.9
1973-08-15,Carrot,Vegetable,59,1.32
1973-08-15,Orange,Fruit,50,4.26
1973-08-15,Tomato,Vegetable,105,1.27
1973-08-16,Apple,Fruit,91,4.85
1973-08-16,Banana,Fruit,125,2.56
1973-08-16,Carrot,Vegetable,36,2.48
1973-08-16,Orange,Fruit,30,1.71
1973-08-16,Tomato,Vegetable,137,2.11
1973-08-17,Apple,Fruit,33,3.23
1973-08-17,Banana,Fruit,83,3.31
1973-08-17,Carrot,Vegetable,63,2.47
1973-08-17,Orange,Fruit,52,4.23
1973-08-17,Tomato,Vegetable,93,2.88
1973-08-18,Apple,Fruit,21,2.21
1973-08-18,Banana,Fruit,78,4.33
1973-08-18,Carrot,Vegetable,112,4.56
1973-08-18,Orange,Fruit,34,1.41
1973-08-18,Tomato,Vegetable,31,2.97
1973-08-19,Apple,Fruit,116,3.28
1973-08-19,Banana,Fruit,82,2.95
1973-08-19,Carrot,Vegetable,109,4.71
1973-08-19,Orange,Fruit,72,4.7
1973-08-19,Tomato,Vegetable,58,4.07
1973-08-20,Apple,Fruit,76,3.66
1973-08-20,Banana,Fruit,89,4.85
1973-08-20,Carrot,Vegetable,76,2.7
1973-08-20,Orange,Fruit,131,3.88
1973-08-20,Tomato,Vegetable,114,1.54
1973-08-21,Apple,Fruit,53,2.27
1973-08-21,Banana,Fruit,21,1.89
1973-08-21,Carrot,Vegetable,89,2.77
1973-08-21,Orange,Fruit,61,4.2
1973-08-21,Tomato,Vegetable,113,4.81
1973-08-22,Apple,Fruit,27,1.59
1973-08-22,Banana,Fruit,25,1.44
1973-08-22,Carrot,Vegetable,53,3.6
1973-08-22,Orange,Fruit,26,1.6
1973-08-22,Tomato,Vegetable,103,2.97
1973-08-23,Apple,Fruit,20,3.69
1973-08-23,Banana,Fruit,58,4.73
1973-08-23,Carrot,Vegetable,21,1.94
1973-08-23,Orange,Fruit,93,2.71
1973-08-23,Tomato,Vegetable,130,3.05
1973-08-24,Apple,Fruit,127,3.5
1973-08-24,Banana,Fruit,71,2.58
1973-08-24,Carrot,Vegetable,50,3.48
1973-08-24,Orange,Fruit,127,4.33
1973-08-24,Tomato,Vegetable,49,4.41
1973-08-25,Apple,Fruit,147,4.21
1973-08-25,Banana,Fruit,87,1.63
1973-08-25,Carrot,Vegetable,144,1.47
1973-08-25,Orange,Fruit,26,3.4
1973-08-25,Tomato,Vegetable,25,4.9
1973-08-26,Apple,Fruit,113,2.28
1973-08-26,Banana,Fruit,26,3.15
1973-08-26,Carrot,Vegetable,48,3.71
1973-08-26,Orange,Fruit,129,2.86
1973-08-26,Tomato,Vegetable,107,4.47
1973-08-27,Apple,Fruit,90,2.59
1973-08-27,Banana,Fruit,68,1.7
1973-08-27,Carrot,Vegetable,67,3.76
1973-08-27,Orange,Fruit,99,3.35
1973-08-27,Tomato,Vegetable,24,1.27
1973-08-28,Apple,Fruit,89,2.6
1973-08-28,Banana,Fruit,30,4.02
1973-08-28,Carrot,Vegetable,81,2.54
1973-08-28,Orange,Fruit,125,3.48
1973-08-28,Tomato,Vegetable,42,4.51
1973-08-29,Apple,Fruit,134,2.6
1973-08-29,Banana,Fruit,100,2.21
1973-08-29,Carrot,Vegetable,128,2.94
1973-08-29,Orange,Fruit,139,2.86
1973-08-29,Tomato,Vegetable,135,3.23
1973-08-30,Apple,Fruit,149,3.08
1973-08-30,Banana,Fruit,41,1.54
1973-08-30,Carrot,Vegetable,80,4.17
1973-08-30,Orange,Fruit,97,4.79
1973-08-30,Tomato,Vegetable,71,4.32
1973-08-31,Apple,Fruit,93,3.16
1973-08-31,Banana,Fruit,135,3.87
1973-08-31,Carrot,Vegetable,25,2.25
1973-08-31,Orange,Fruit,39,4.7
1973-08-31,Tomato,Vegetable,133,4.05
1973-09-01,Apple,Fruit,102,4.25
1973-09-01,Banana,Fruit,70,4.2
1973-09-01,Carrot,Vegetable,122,3.25
1973-09-01,Orange,Fruit,141,1.67
1973-09-01,Tomato,Vegetable,113,2.76
1973-09-02,Apple,Fruit,97,2.32
1973-09-02,Banana,Fruit,147,1.91
1973-09-02,Carrot,Vegetable,96,4.92
1973-09-02,Orange,Fruit,56,1.62
1973-09-02,Tomato,Vegetable,84,3.11
1973-09-03,Apple,Fruit,86,2.96
1973-09-03,Banana,Fruit,111,1.23
1973-09-03,Carrot,Vegetable,54,3.03
1973-09-03,Orange,Fruit,149,1.55
1973-09-03,Tomato,Vegetable,115,2.15
1973-09-04,Apple,Fruit,39,3.58
1973-09-04,Banana,Fruit,131,4.03
1973-09-04,Carrot,Vegetable,142,4.8
1973-09-04,Orange,Fruit,118,3.83
1973-09-04,Tomato,Vegetable,110,3.98
1973-09-05,Apple,Fruit,35,4.19
1973-09-05,Banana,Fruit,118,1.29
1973-09-05,Carrot,Vegetable,117,3.24
1973-09-05,Orange,Fruit,86,4.67
1973-09-05,Tomato,Vegetable,115,1.57
1973-09-06,Apple,Fruit,123,1.64
1973-09-06,Banana,Fruit,125,2.87
1973-09-06,Carrot,Vegetable,44,2.97
1973-09-06,Orange,Fruit,132,4.19
1973-09-06,Tomato,Vegetable,71,2.29
1973-09-07,Apple,Fruit,23,1.93
1973-09-07,Banana,Fruit,99,3.37
1973-09-07,Carrot,Vegetable,110,2.06
1973-09-07,Orange,Fruit,37,1.7
1973-09-07,Tomato,Vegetable,145,4.23
1973-09-08,Apple,Fruit,146,1.86
1973-09-08,Banana,Fruit,122,4.92
1973-09-08,Carrot,Vegetable,116,1.05
1973-09-08,Orange,Fruit,56,1.3
1973-09-08,Tomato,Vegetable,149,1.05
1973-09-09,Apple,Fruit,49,3.64
1973-09-09,Banana,Fruit,144,2.2
1973-09-09,Carrot,Vegetable,54,4.85
1973-09-09,Orange,Fruit,149,3.71
1973-09-09,Tomato,Vegetable,64,1.84
1973-09-10,Apple,Fruit,31,3.56
1973-09-10,Banana,Fruit,49,1.24
1973-09-10,Carrot,Vegetable,20,4.97
1973-09-10,Orange,Fruit,112,2.63
1973-09-10,Tomato,Vegetable,20,4.02
1973-09-11,Apple,Fruit,62,3.3
1973-09-11,Banana,Fruit,29,4.56
1973-09-11,Carrot,Vegetable,125,1.86
1973-09-11,Orange,Fruit,46,3.68
1973-09-11,Tomato,Vegetable,47,2.8
1973-09-12,Apple,Fruit,58,1.34
1973-09-12,Banana,Fruit,123,1.54
1973-09-12,Carrot,Vegetable,73,1.92
1973-09-12,Orange,Fruit,42,1.84
1973-09-12,Tomato,Vegetable,117,1.04
1973-09-13,Apple,Fruit,30,1.85
1973-09-13,Banana,Fruit,62,2.95
1973-09-13,Carrot,Vegetable,41,4.57
1973-09-13,Orange,Fruit,23,4.95
1973-09-13,Tomato,Vegetable,109,4.08
1973-09-14,Apple,Fruit,38,2.74
1973-09-14,Banana,Fruit,116,4.63
1973-09-14,Carrot,Vegetable,114,4.32
1973-09-14,Orange,Fruit,145,1.9
1973-09-14,Tomato,Vegetable,39,3.05
1973-09-15,Apple,Fruit,133,3.83
1973-09-15,Banana,Fruit,31,3.33
1973-09-15,Carrot,Vegetable,83,4.03
1973-09-15,Orange,Fruit,27,2.14
1973-09-15,Tomato,Vegetable,54,2.28
1973-09-16,Apple,Fruit,24,3.27
1973-09-16,Banana,Fruit,70,1.99
1973-09-16,Carrot,Vegetable,23,3.12
1973-09-16,Orange,Fruit,92,4.53
1973-09-16,Tomato,Vegetable,93,4.09
1973-09-17,Apple,Fruit,39,1.89
1973-09-17,Banana,Fruit,74,3.12
1973-09-17,Carrot,Vegetable,148,1.27
1973-09-17,Orange,Fruit,34,3.31
1973-09-17,Tomato,Vegetable,121,3.92
1973-09-18,Apple,Fruit,60,2.64
1973-09-18,Banana,Fruit,50,3.27
1973-09-18,Carrot,Vegetable,137,1.12
1973-09-18,Orange,Fruit,116,4.18
1973-09-18,Tomato,Vegetable,146,1.07
1973-09-19,Apple,Fruit,50,2.29
1973-09-19,Banana,Fruit,63,2.62
1973-09-19,Carrot,Vegetable,100,3.69
1973-09-19,Orange,Fruit,119,2.03
1973-09-19,Tomato,Vegetable,64,1.01
1973-09-20,Apple,Fruit,20,1.22
1973-09-20,Banana,Fruit,64,2.05
1973-09-20,Carrot,Vegetable,43,4.82
1973-09-20,Orange,Fruit,104,4.35
1973-09-20,Tomato,Vegetable,67,1.76
1973-09-21,Apple,Fruit,106,1.93
1973-09-21,Banana,Fruit,101,2.17
1973-09-21,Carrot,Vegetable,33,4.1
1973-09-21,Orange,Fruit,90,4.0
1973-09-21,Tomato,Vegetable,75,4.65
1973-09-22,Apple,Fruit,24,1.58
1973-09-22,Banana,Fruit,79,2.3
1973-09-22,Carrot,Vegetable,105,4.53
1973-09-22,Orange,Fruit,129,2.62
1973-09-22,Tomato,Vegetable,53,2.9
1973-09-23,Apple,Fruit,23,2.16
1973-09-23,Banana,Fruit,88,3.26
1973-09-23,Carrot,Vegetable,69,2.08
1973-09-23,Orange,Fruit,32,3.75
1973-09-23,Tomato,Vegetable,95,2.67
1973-09-24,Apple,Fruit,83,3.57
1973-09-24,Banana,Fruit,130,2.8
1973-09-24,Carrot,Vegetable,23,1.11
1973-09-24,Orange,Fruit,40,4.86
1973-09-24,Tomato,Vegetable,66,2.13
1973-09-25,Apple,Fruit,36,2.86
1973-09-25,Banana,Fruit,119,4.87
1973-09-25,Carrot,Vegetable,91,1.16
1973-09-25,Orange,Fruit,85,1.49
1973-09-25,Tomato,Vegetable,132,4.63
1973-09-26,Apple,Fruit,133,2.43
1973-09-26,Banana,Fruit,49,4.88
1973-09-26,Carrot,Vegetable,23,4.11
1973-09-26,Orange,Fruit,42,3.33
1973-09-26,Tomato,Vegetable,47,3.87
1973-09-27,Apple,Fruit,86,2.37
1973-09-27,Banana,Fruit,97,4.9
1973-09-27,Carrot,Vegetable,88,1.83
1973-09-27,Orange,Fruit,131,1.78
1973-09-27,Tomato,Vegetable,145,4.58
1973-09-28,Apple,Fruit,26,4.01
1973-09-28,Banana,Fruit,24,4.44
1973-09-28,Carrot,Vegetable,135,1.82
1973-09-28,Orange,Fruit,48,3.2
1973-09-28,Tomato,Vegetable,78,4.96
1973-09-29,Apple,Fruit,112,2.34
1973-09-29,Banana,Fruit,44,4.73
1973-09-29,Carrot,Vegetable,75,4.77
1973-09-29,Orange,Fruit,91,2.64
1973-09-29,Tomato,Vegetable,112,1.62
1973-09-30,Apple,Fruit,126,3.82
1973-09-30,Banana,Fruit,70,1.59
1973-09-30,Carrot,Vegetable,89,4.2
1973-09-30,Orange,Fruit,52,2.46
1973-09-30,Tomato,Vegetable,36,3.28
1973-10-01,Apple,Fruit,115,4.45
1973-10-01,Banana,Fruit,124,3.67
1973-10-01,Carrot,Vegetable,28,5.0
1973-10-01,Orange,Fruit,66,3.44
1973-10-01,Tomato,Vegetable,139,1.62
1973-10-02,Apple,Fruit,86,4.71
1973-10-02,Banana,Fruit,104,1.6
1973-10-02,Carrot,Vegetable,95,2.83
1973-10-02,Orange,Fruit,68,3.08
1973-10-02,Tomato,Vegetable,134,2.22
1973-10-03,Apple,Fruit,36,3.39
1973-10-03,Banana,Fruit,138,4.09
1973-10-03,Carrot,Vegetable,75,2.3
1973-10-03,Orange,Fruit,69,3.46
1973-10-03,Tomato,Vegetable,125,2.09
1973-10-04,Apple,Fruit,24,1.15
1973-10-04,Banana,Fruit,115,4.38
1973-10-04,Carrot,Vegetable,29,1.21
1973-10-04,Orange,Fruit,53,4.62
1973-10-04,Tomato,Vegetable,84,4.22
1973-10-05,Apple,Fruit,97,3.01
1973-10-05,Banana,Fruit,52,2.66
1973-10-05,Carrot,Vegetable,54,1.77
1973-10-05,Orange,Fruit,66,2.76
1973-10-05,Tomato,Vegetable,47,4.64
1973-10-06,Apple,Fruit,65,2.42
1973-10-06,Banana,Fruit,42,3.81
1973-10-06,Carrot,Vegetable,134,1.02
1973-10-06,Orange,Fruit,81,2.54
1973-10-06,Tomato,Vegetable,74,3.51
1973-10-07,Apple,Fruit,119,4.91
1973-10-07,Banana,Fruit,28,1.51
1973-10-07,Carrot,Vegetable,122,1.45
1973-10-07,Orange,Fruit,99,2.78
1973-10-07,Tomato,Vegetable,60,2.35
1973-10-08,Apple,Fruit,137,2.53
1973-10-08,Banana,Fruit,117,4.88
1973-10-08,Carrot,Vegetable,34,2.0
1973-10-08,Orange,Fruit,103,2.26
1973-10-08,Tomato,Vegetable,140,2.04
1973-10-09,Apple,Fruit,112,2.71
1973-10-09,Banana,Fruit,136,4.9
1973-10-09,Carrot,Vegetable,99,4.54
1973-10-09,Orange,Fruit,84,1.45
1973-10-09,Tomato,Vegetable,145,1.9
1973-10-10,Apple,Fruit,118,2.32
1973-10-10,Banana,Fruit,132,1.22
1973-10-10,Carrot,Vegetable,59,1.33
1973-10-10,Orange,Fruit,78,2.39
1973-10-10,Tomato,Vegetable,23,4.13
1973-10-11,Apple,Fruit,64,3.86
1973-10-11,Banana,Fruit,78,2.45
1973-10-11,Carrot,Vegetable,109,4.17
1973-10-11,Orange,Fruit,132,2.96
1973-10-11,Tomato,Vegetable,33,2.83
1973-10-12,Apple,Fruit,95,2.94
1973-10-12,Banana,Fruit,102,4.8
1973-10-12,Carrot,Vegetable,111,4.84
1973-10-12,Orange,Fruit,26,1.65
1973-10-12,Tomato,Vegetable,72,3.91
1973-10-13,Apple,Fruit,80,4.22
1973-10-13,Banana,Fruit,133,4.76
1973-10-13,Carrot,Vegetable,142,1.47
1973-10-13,Orange,Fruit,129,1.55
1973-10-13,Tomato,Vegetable,137,2.27
1973-10-14,Apple,Fruit,53,2.7
1973-10-14,Banana,Fruit,138,2.86
1973-10-14,Carrot,Vegetable,75,4.38
1973-10-14,Orange,Fruit,107,2.74
1973-10-14,Tomato,Vegetable,127,1.49
1973-10-15,Apple,Fruit,67,3.89
1973-10-15,Banana,Fruit,73,4.13
1973-10-15,Carrot,Vegetable,56,1.72
1973-10-15,Orange,Fruit,34,1.01
1973-10-15,Tomato,Vegetable,39,3.48
1973-10-16,Apple,Fruit,26,3.84
1973-10-16,Banana,Fruit,78,3.43
1973-10-16,Carrot,Vegetable,75,3.12
1973-10-16,Orange,Fruit,92,2.07
1973-10-16,Tomato,Vegetable,130,3.23
1973-10-17,Apple,Fruit,31,4.97
1973-10-17,Banana,Fruit,45,3.89
1973-10-17,Carrot,Vegetable,47,1.52
1973-10-17,Orange,Fruit,149,4.14
1973-10-17,Tomato,Vegetable,113,2.99
1973-10-18,Apple,Fruit,95,3.27
1973-10-18,Banana,Fruit,75,2.46
1973-10-18,Carrot,Vegetable,49,2.67
1973-10-18,Orange,Fruit,97,4.25
1973-10-18,Tomato,Vegetable,125,4.32
1973-10-19,Apple,Fruit,60,2.57
1973-10-19,Banana,Fruit,118,4.78
1973-10-19,Carrot,Vegetable,138,3.5
1973-10-19,Orange,Fruit,43,3.71
1973-10-19,Tomato,Vegetable,106,2.06
1973-10-20,Apple,Fruit,30,2.53
1973-10-20,Banana,Fruit,129,2.76
1973-10-20,Carrot,Vegetable,40,3.07
1973-10-20,Orange,Fruit,76,2.52
1973-10-20,Tomato,Vegetable,85,3.02
1973-10-21,Apple,Fruit,36,1.1
1973-10-21,Banana,Fruit,86,3.81
1973-10-21,Carrot,Vegetable,70,1.89
1973-10-21,Orange,Fruit,105,1.51
1973-10-21,Tomato,Vegetable,142,2.02
1973-10-22,Apple,Fruit,86,1.57
1973-10-22,Banana,Fruit,142,1.32
1973-10-22,Carrot,Vegetable,106,1.27
1973-10-22,Orange,Fruit,83,2.73
1973-10-22,Tomato,Vegetable,31,3.03
1973-10-23,Apple,Fruit,53,4.98
1973-10-23,Banana,Fruit,108,1.64
1973-10-23,Carrot,Vegetable,149,4.62
1973-10-23,Orange,Fruit,124,1.41
1973-10-23,Tomato,Vegetable,64,3.9
1973-10-24,Apple,Fruit,72,4.23
1973-10-24,Banana,Fruit,64,3.54
1973-10-24,Carrot,Vegetable,49,4.2
1973-10-24,Orange,Fruit,71,2.26
1973-10-24,Tomato,Vegetable,48,1.56
1973-10-25,Apple,Fruit,38,4.61
1973-10-25,Banana,Fruit,35,1.42
1973-10-25,Carrot,Vegetable,130,2.66
1973-10-25,Orange,Fruit,66,1.99
1973-10-25,Tomato,Vegetable,44,4.84
1973-10-26,Apple,Fruit,142,4.63
1973-10-26,Banana,Fruit,47,3.17
1973-10-26,Carrot,Vegetable,79,3.12
1973-10-26,Orange,Fruit,67,4.04
1973-10-26,Tomato,Vegetable,47,3.07
1973-10-27,Apple,Fruit,108,2.05
1973-10-27,Banana,Fruit,145,2.34
1973-10-27,Carrot,Vegetable,109,2.81
1973-10-27,Orange,Fruit,56,4.29
1973-10-27,Tomato,Vegetable,67,1.51
1973-10-28,Apple,Fruit,55,2.29
1973-10-28,Banana,Fruit,70,1.74
1973-10-28,Carrot,Vegetable,26,3.4
1973-10-28,Orange,Fruit,25,2.43
1973-10-28,Tomato,Vegetable,122,1.8
1973-10-29,Apple,Fruit,129,3.7
1973-10-29,Banana,Fruit,104,1.76
1973-10-29,Carrot,Vegetable,91,2.61
1973-10-29,Orange,Fruit,57,4.43
1973-10-29,Tomato,Vegetable,42,1.24
1973-10-30,Apple,Fruit,117,3.36
1973-10-30,Banana,Fruit,30,1.78
1973-10-30,Carrot,Vegetable,65,2.19
1973-10-30,Orange,Fruit,136,3.06
1973-10-30,Tomato,Vegetable,86,1.85
1973-10-31,Apple,Fruit,85,2.66
1973-10-31,Banana,Fruit,56,1.44
1973-10-31,Carrot,Vegetable,68,1.29
1973-10-31,Orange,Fruit,100,4.5
1973-10-31,Tomato,Vegetable,101,3.34
1973-11-01,Apple,Fruit,46,4.17
1973-11-01,Banana,Fruit,101,3.88
1973-11-01,Carrot,Vegetable,144,4.26
1973-11-01,Orange,Fruit,138,3.35
1973-11-01,Tomato,Vegetable,75,4.36
1973-11-02,Apple,Fruit,115,1.8
1973-11-02,Banana,Fruit,22,2.66
1973-11-02,Carrot,Vegetable,55,3.73
1973-11-02,Orange,Fruit,71,2.43
1973-11-02,Tomato,Vegetable,20,4.2
1973-11-03,Apple,Fruit,42,3.3
1973-11-03,Banana,Fruit,80,1.51
1973-11-03,Carrot,Vegetable,64,4.4
1973-11-03,Orange,Fruit,136,1.32
1973-11-03,Tomato,Vegetable,46,2.98
1973-11-04,Apple,Fruit,70,3.53
1973-11-04,Banana,Fruit,146,3.14
1973-11-04,Carrot,Vegetable,78,3.44
1973-11-04,Orange,Fruit,57,3.7
1973-11-04,Tomato,Vegetable,30,1.54
1973-11-05,Apple,Fruit,108,1.54
1973-11-05,Banana,Fruit,27,2.25
1973-11-05,Carrot,Vegetable,37,4.89
1973-11-05,Orange,Fruit,36,2.32
1973-11-05,Tomato,Vegetable,27,2.28
1973-11-06,Apple,Fruit,21,4.08
1973-11-06,Banana,Fruit,136,4.03
1973-11-06,Carrot,Vegetable,51,2.55
1973-11-06,Orange,Fruit,46,3.97
1973-11-06,Tomato,Vegetable,33,2.17
1973-11-07,Apple,Fruit,131,3.49
1973-11-07,Banana,Fruit,141,1.12
1973-11-07,Carrot,Vegetable,108,4.71
1973-11-07,Orange,Fruit,88,3.96
1973-11-07,Tomato,Vegetable,131,2.41
1973-11-08,Apple,Fruit,35,2.66
1973-11-08,Banana,Fruit,46,1.33
1973-11-08,Carrot,Vegetable,124,2.07
1973-11-08,Orange,Fruit,78,3.25
1973-11-08,Tomato,Vegetable,132,4.44
1973-11-09,Apple,Fruit,101,3.56
1973-11-09,Banana,Fruit,147,4.77
1973-11-09,Carrot,Vegetable,95,1.25
1973-11-09,Orange,Fruit,86,3.09
1973-11-09,Tomato,Vegetable,80,2.73
1973-11-10,Apple,Fruit,106,3.39
1973-11-10,Banana,Fruit,144,3.43
1973-11-10,Carrot,Vegetable,120,1.65
1973-11-10,Orange,Fruit,54,3.17
1973-11-10,Tomato,Vegetable,59,4.85
1973-11-11,Apple,Fruit,28,3.66
1973-11-11,Banana,Fruit,70,3.47
1973-11-11,Carrot,Vegetable,61,4.79
1973-11-11,Orange,Fruit,122,1.34
1973-11-11,Tomato,Vegetable,96,4.23
1973-11-12,Apple,Fruit,122,4.43
1973-11-12,Banana,Fruit,50,2.89
1973-11-12,Carrot,Vegetable,141,1.04
1973-11-12,Orange,Fruit,64,3.95
1973-11-12,Tomato,Vegetable,120,2.92
1973-11-13,Apple,Fruit,59,4.6
1973-11-13,Banana,Fruit,106,4.1
1973-11-13,Carrot,Vegetable,48,3.09
1973-11-13,Orange,Fruit,72,4.86
1973-11-13,Tomato,Vegetable,85,1.46
1973-11-14,Apple,Fruit,99,2.46
1973-11-14,Banana,Fruit,98,4.68
1973-11-14,Carrot,Vegetable,103,1.28
1973-11-14,Orange,Fruit,87,3.62
1973-11-14,Tomato,Vegetable,135,3.4
1973-11-15,Apple,Fruit,118,2.13
1973-11-15,Banana,Fruit,48,1.87
1973-11-15,Carrot,Vegetable,41,2.26
1973-11-15,Orange,Fruit,74,3.2
1973-11-15,Tomato,Vegetable,125,4.0
1973-11-16,Apple,Fruit,85,2.54
1973-11-16,Banana,Fruit,125,4.94
1973-11-16,Carrot,Vegetable,35,4.77
1973-11-16,Orange,Fruit,73,3.37
1973-11-16,Tomato,Vegetable,87,2.61
1973-11-17,Apple,Fruit,74,1.91
1973-11-17,Banana,Fruit,82,3.67
1973-11-17,Carrot,Vegetable,77,3.0
1973-11-17,Orange,Fruit,68,3.72
1973-11-17,Tomato,Vegetable,115,1.5
1973-11-18,Apple,Fruit,133,3.37
1973-11-18,Banana,Fruit,102,1.34
1973-11-18,Carrot,Vegetable,100,3.53
1973-11-18,Orange,Fruit,74,1.26
1973-11-18,Tomato,Vegetable,38,1.66
1973-11-19,Apple,Fruit,33,4.3
1973-11-19,Banana,Fruit,95,3.02
1973-11-19,Carrot,Vegetable,148,1.2
1973-11-19,Orange,Fruit,82,3.02
1973-11-19,Tomato,Vegetable,135,2.0
1973-11-20,Apple,Fruit,82,2.18
1973-11-20,Banana,Fruit,31,3.14
1973-11-20,Carrot,Vegetable,102,1.29
1973-11-20,Orange,Fruit,146,4.05
1973-11-20,Tomato,Vegetable,113,4.37
1973-11-21,Apple,Fruit,100,1.4
1973-11-21,Banana,Fruit,99,1.52
1973-11-21,Carrot,Vegetable,130,4.23
1973-11-21,Orange,Fruit,109,1.04
1973-11-21,Tomato,Vegetable,67,2.64
1973-11-22,Apple,Fruit,114,1.54
1973-11-22,Banana,Fruit,29,3.86
1973-11-22,Carrot,Vegetable,144,1.82
1973-11-22,Orange,Fruit,110,3.47
1973-11-22,Tomato,Vegetable,125,3.54
1973-11-23,Apple,Fruit,69,3.52
1973-11-23,Banana,Fruit,77,1.47
1973-11-23,Carrot,Vegetable,136,3.54
1973-11-23,Orange,Fruit,62,2.46
1973-11-23,Tomato,Vegetable,66,1.52
1973-11-24,Apple,Fruit,76,3.7
